"","Value","NAME","LC_1","AGG_NAME_1","LC_2","AGG_NAME_2","CLIMATE"
"207",207,"82_30_2","Tree cover, needleleaved, deciduous, open (15-40%)","Forest","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)","Cropland","Boreal_Dry"
"208",208,"90_30_2","Tree cover, mixed leaf type (broadleaved and needleleaved)","Forest","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)","Cropland","Boreal_Dry"
"209",209,"100_30_2","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)","Forest","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)","Cropland","Boreal_Dry"
"210",210,"110_30_2","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)","Shrubs, grasslands and sparsely vegetated areas","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)","Cropland","Boreal_Dry"
"211",211,"120_30_2","Shrubland","Shrubs, grasslands and sparsely vegetated areas","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)","Cropland","Boreal_Dry"
"212",212,"121_30_2","Shrubland evergreen","Shrubs, grasslands and sparsely vegetated areas","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)","Cropland","Boreal_Dry"
"213",213,"122_30_2","Shrubland deciduous","Shrubs, grasslands and sparsely vegetated areas","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)","Cropland","Boreal_Dry"
"214",214,"130_30_2","Grassland","Shrubs, grasslands and sparsely vegetated areas","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)","Cropland","Boreal_Dry"
"215",215,"140_30_2","Lichens and mosses","Shrubs, grasslands and sparsely vegetated areas","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)","Cropland","Boreal_Dry"
"216",216,"150_30_2","Sparse vegetation (tree, shrub, herbaceous cover) (<15%)","Shrubs, grasslands and sparsely vegetated areas","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)","Cropland","Boreal_Dry"
"217",217,"151_30_2","Sparse tree (<15%)","Shrubs, grasslands and sparsely vegetated areas","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)","Cropland","Boreal_Dry"
"218",218,"152_30_2","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)","Cropland","Boreal_Dry"
"219",219,"153_30_2","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)","Cropland","Boreal_Dry"
"220",220,"160_30_2","Tree cover, flooded, fresh or brakish water","Forest","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)","Cropland","Boreal_Dry"
"221",221,"170_30_2","Tree cover, flooded, saline water","Wetlands","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)","Cropland","Boreal_Dry"
"222",222,"180_30_2","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)","Cropland","Boreal_Dry"
"223",223,"190_30_2","Urban areas","Artificial areas","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)","Cropland","Boreal_Dry"
"224",224,"200_30_2","Bare areas","Bare land and other areas","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)","Cropland","Boreal_Dry"
"225",225,"201_30_2","Consolidated bare areas","Bare land and other areas","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)","Cropland","Boreal_Dry"
"226",226,"202_30_2","Unconsolidated bare areas","Bare land and other areas","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)","Cropland","Boreal_Dry"
"227",227,"210_30_2","Water bodies","Water bodies","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)","Cropland","Boreal_Dry"
"228",228,"220_30_2","Permanent snow and ice","Bare land and other areas","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)","Cropland","Boreal_Dry"
"229",229,"0_40_2","No data","No Data","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Boreal_Dry"
"230",230,"10_40_2","Cropland, rainfed","Cropland","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Boreal_Dry"
"231",231,"11_40_2","Herbaceous cover","Cropland","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Boreal_Dry"
"232",232,"12_40_2","Tree or shrub cover","Cropland","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Boreal_Dry"
"233",233,"20_40_2","Cropland, irrigated or post-flooding","Cropland","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Boreal_Dry"
"234",234,"30_40_2","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)","Cropland","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Boreal_Dry"
"235",235,"40_40_2","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Boreal_Dry"
"236",236,"50_40_2","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Boreal_Dry"
"237",237,"60_40_2","Tree cover, broadleaved, deciduous, closed to open (>15%)","Forest","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Boreal_Dry"
"238",238,"61_40_2","Tree cover, broadleaved, deciduous, closed (>40%)","Forest","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Boreal_Dry"
"239",239,"62_40_2","Tree cover, broadleaved, deciduous, open (15-40%)","Forest","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Boreal_Dry"
"240",240,"70_40_2","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Boreal_Dry"
"241",241,"71_40_2","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Boreal_Dry"
"242",242,"72_40_2","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Boreal_Dry"
"243",243,"80_40_2","Tree cover, needleleaved, deciduous, closed to open (>15%)","Forest","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Boreal_Dry"
"244",244,"81_40_2","Tree cover, needleleaved, deciduous, closed (>40%)","Forest","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Boreal_Dry"
"245",245,"82_40_2","Tree cover, needleleaved, deciduous, open (15-40%)","Forest","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Boreal_Dry"
"246",246,"90_40_2","Tree cover, mixed leaf type (broadleaved and needleleaved)","Forest","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Boreal_Dry"
"247",247,"100_40_2","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)","Forest","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Boreal_Dry"
"248",248,"110_40_2","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)","Shrubs, grasslands and sparsely vegetated areas","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Boreal_Dry"
"249",249,"120_40_2","Shrubland","Shrubs, grasslands and sparsely vegetated areas","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Boreal_Dry"
"250",250,"121_40_2","Shrubland evergreen","Shrubs, grasslands and sparsely vegetated areas","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Boreal_Dry"
"251",251,"122_40_2","Shrubland deciduous","Shrubs, grasslands and sparsely vegetated areas","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Boreal_Dry"
"252",252,"130_40_2","Grassland","Shrubs, grasslands and sparsely vegetated areas","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Boreal_Dry"
"253",253,"140_40_2","Lichens and mosses","Shrubs, grasslands and sparsely vegetated areas","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Boreal_Dry"
"254",254,"150_40_2","Sparse vegetation (tree, shrub, herbaceous cover) (<15%)","Shrubs, grasslands and sparsely vegetated areas","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Boreal_Dry"
"255",255,"151_40_2","Sparse tree (<15%)","Shrubs, grasslands and sparsely vegetated areas","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Boreal_Dry"
"256",256,"152_40_2","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Boreal_Dry"
"257",257,"153_40_2","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Boreal_Dry"
"258",258,"160_40_2","Tree cover, flooded, fresh or brakish water","Forest","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Boreal_Dry"
"259",259,"170_40_2","Tree cover, flooded, saline water","Wetlands","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Boreal_Dry"
"260",260,"180_40_2","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Boreal_Dry"
"261",261,"190_40_2","Urban areas","Artificial areas","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Boreal_Dry"
"262",262,"200_40_2","Bare areas","Bare land and other areas","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Boreal_Dry"
"263",263,"201_40_2","Consolidated bare areas","Bare land and other areas","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Boreal_Dry"
"264",264,"202_40_2","Unconsolidated bare areas","Bare land and other areas","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Boreal_Dry"
"265",265,"210_40_2","Water bodies","Water bodies","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Boreal_Dry"
"266",266,"220_40_2","Permanent snow and ice","Bare land and other areas","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Boreal_Dry"
"267",267,"0_50_2","No data","No Data","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Boreal_Dry"
"268",268,"10_50_2","Cropland, rainfed","Cropland","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Boreal_Dry"
"269",269,"11_50_2","Herbaceous cover","Cropland","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Boreal_Dry"
"270",270,"12_50_2","Tree or shrub cover","Cropland","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Boreal_Dry"
"271",271,"20_50_2","Cropland, irrigated or post-flooding","Cropland","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Boreal_Dry"
"272",272,"30_50_2","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)","Cropland","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Boreal_Dry"
"273",273,"40_50_2","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Boreal_Dry"
"274",274,"50_50_2","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Boreal_Dry"
"275",275,"60_50_2","Tree cover, broadleaved, deciduous, closed to open (>15%)","Forest","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Boreal_Dry"
"276",276,"61_50_2","Tree cover, broadleaved, deciduous, closed (>40%)","Forest","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Boreal_Dry"
"277",277,"62_50_2","Tree cover, broadleaved, deciduous, open (15-40%)","Forest","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Boreal_Dry"
"278",278,"70_50_2","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Boreal_Dry"
"279",279,"71_50_2","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Boreal_Dry"
"280",280,"72_50_2","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Boreal_Dry"
"281",281,"80_50_2","Tree cover, needleleaved, deciduous, closed to open (>15%)","Forest","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Boreal_Dry"
"282",282,"81_50_2","Tree cover, needleleaved, deciduous, closed (>40%)","Forest","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Boreal_Dry"
"283",283,"82_50_2","Tree cover, needleleaved, deciduous, open (15-40%)","Forest","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Boreal_Dry"
"284",284,"90_50_2","Tree cover, mixed leaf type (broadleaved and needleleaved)","Forest","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Boreal_Dry"
"285",285,"100_50_2","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)","Forest","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Boreal_Dry"
"286",286,"110_50_2","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)","Shrubs, grasslands and sparsely vegetated areas","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Boreal_Dry"
"287",287,"120_50_2","Shrubland","Shrubs, grasslands and sparsely vegetated areas","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Boreal_Dry"
"288",288,"121_50_2","Shrubland evergreen","Shrubs, grasslands and sparsely vegetated areas","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Boreal_Dry"
"289",289,"122_50_2","Shrubland deciduous","Shrubs, grasslands and sparsely vegetated areas","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Boreal_Dry"
"290",290,"130_50_2","Grassland","Shrubs, grasslands and sparsely vegetated areas","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Boreal_Dry"
"291",291,"140_50_2","Lichens and mosses","Shrubs, grasslands and sparsely vegetated areas","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Boreal_Dry"
"292",292,"150_50_2","Sparse vegetation (tree, shrub, herbaceous cover) (<15%)","Shrubs, grasslands and sparsely vegetated areas","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Boreal_Dry"
